Well Name,Depth,GR,AC,DEN,CNL,LLS,K,Facies
JY1,2328.75,158.065,249.654,2.7,22.094,29.542,124.809,2
JY1,2328.875,159.684,249.319,2.689,21.251,29.651,128.419,2
JY1,2329,162.541,248.831,2.682,20.345,28.727,127.311,2
JY1,2329.125,164.048,248.601,2.682,20.079,26.974,118.807,2
JY1,2329.25,164.565,248.978,2.691,20.494,25.375,104.316,2
JY1,2329.375,166.243,249.811,2.707,21.215,24.601,90.018,2
JY1,2329.5,168.884,250.231,2.723,21.694,25.017,80.301,2
JY1,2329.625,169.711,249.959,2.734,21.67,26.068,78.354,2
JY1,2329.75,167.949,249.916,2.739,21.169,26.81,87.465,2
JY1,2329.875,166.128,251.127,2.737,20.757,25.984,107.229,2
JY1,2330,167.316,253.521,2.725,20.966,23.323,130.739,2
JY1,2330.125,171.25,256.224,2.704,22.013,19.341,147.388,2
JY1,2330.25,175.569,258.08,2.684,23.056,15.355,154.312,2
JY1,2330.375,177.584,257.939,2.672,23.136,12.418,154.578,2
JY1,2330.5,176.305,255.191,2.67,22.441,11.262,153.882,2
JY1,2330.625,171.461,251.028,2.678,21.972,12.089,154.249,2
JY1,2330.75,165.113,247.519,2.691,22.101,15.048,156.449,2
JY1,2330.875,160.525,246.075,2.7,22.423,20.059,159.504,2
JY1,2331,159.954,246.597,2.697,22.575,25.21,161.939,2
JY1,2331.125,162.132,248.719,2.685,22.63,28.127,163.941,2
JY1,2331.25,164.869,251.619,2.676,22.801,27.223,165.832,2
JY1,2331.375,166.589,254.453,2.676,23.061,24.033,166.692,2
JY1,2331.5,167.075,256.388,2.681,23.193,20.332,166.084,2
JY1,2331.625,166.306,257.454,2.686,23.3,16.996,164.032,2
JY1,2331.75,164.795,258.192,2.69,23.571,13.806,161.203,2
JY1,2331.875,163.612,259.254,2.693,23.921,10.914,159.777,2
JY1,2332,164.165,260.737,2.691,24.121,9.019,161.255,2
JY1,2332.125,166.366,262.282,2.68,24.055,8.596,165.105,2
JY1,2332.25,168.227,263.295,2.667,23.763,10.034,167.224,2
JY1,2332.375,168.062,263.391,2.665,23.339,13.243,165.003,2
JY1,2332.5,166.701,262.475,2.675,22.885,17.338,160.493,2
JY1,2332.625,165.627,261.131,2.69,22.526,20.657,157.945,2
JY1,2332.75,165.107,260.078,2.702,22.224,22.115,159.441,2
JY1,2332.875,164.358,259.701,2.711,21.898,21.813,162.406,2
JY1,2333,163.834,259.625,2.719,21.716,20.549,164.012,2
JY1,2333.125,164.7,259.409,2.721,21.86,19.161,164.425,2
JY1,2333.25,166.522,258.825,2.717,22.187,18.206,165.986,2
JY1,2333.375,167.795,257.988,2.71,22.418,18.192,168.781,2
JY1,2333.5,167.555,257.077,2.705,22.564,19.35,169.879,2
JY1,2333.625,166.18,256.253,2.706,22.758,21.645,168.16,2
JY1,2333.75,163.982,255.617,2.709,22.91,24.29,166.039,2
JY1,2333.875,161.891,255.335,2.71,22.753,26.29,166.918,2
JY1,2334,160.389,255.765,2.702,22.22,27.057,170.761,2
JY1,2334.125,159.263,257.122,2.692,21.673,26.909,175.31,2
JY1,2334.25,158.526,259.192,2.687,21.527,26.271,177.679,2
JY1,2334.375,158.725,261.17,2.691,21.818,25.445,176.827,2
JY1,2334.5,160.255,262.397,2.701,22.139,24.685,172.223,2
JY1,2334.625,161.788,262.315,2.715,21.962,24.127,165.718,2
JY1,2334.75,161.744,261.022,2.727,21.588,23.7,160.639,2
JY1,2334.875,160.236,259.071,2.731,21.592,23.207,159.695,2
JY1,2335,158.778,257.428,2.724,22.187,22.587,161.769,2
JY1,2335.125,158.533,256.703,2.713,22.891,21.931,164.627,2
JY1,2335.25,159.289,257.001,2.705,23.339,21.209,166.503,2
JY1,2335.375,159.199,257.936,2.701,23.634,19.981,167.162,2
JY1,2335.5,157.434,258.943,2.697,24.001,17.566,166.514,2
JY1,2335.625,156.35,259.553,2.691,24.381,13.851,164.992,2
